2,6,0.0019284
2,6.5,0.00129725
2,7,0.000873367
2,7.5,0.00058809
2,8,0.000381329
2,8.5,0.000239746
2,9,0.000146412
2.5,0,0.00954417
2.5,0.5,0.0162367
2.5,1,0.0239287
2.5,1.5,0.0289541
2.5,2,0.028403
2.5,2.5,0.0233497
2.5,3,0.0171028
2.5,3.5,0.0120945
2.5,4,0.00899552
2.5,4.5,0.00736273
2.5,5,0.00631955
2.5,5.5,0.0051178
2.5,6,0.00367597
2.5,6.5,0.0024277
2.5,7,0.00155212
2.5,7.5,0.00094928
2.5,8,0.00055576
2.5,8.5,0.000318059
2.5,9,0.000178595
3,0,0.00514567
3,0.5,0.00856647
3,1,0.0127611
3,1.5,0.0163352
3,2,0.0178775
3,2.5,0.017325
3,3,0.0157164
3,3.5,0.0142211
3,4,0.0134411
3,4.5,0.0131554
3,5,0.0124433
3,5.5,0.0103921
3,6,0.00740917
3,6.5,0.00472005
3,7,0.00279723
3,7.5,0.00156097
3,8,0.00084173
3,8.5,0.000448316
3,9,0.000237845
3.5,0,0.00274605
3.5,0.5,0.00442634
3.5,1,0.00657403
3.5,1.5,0.00881479
3.5,2,0.0107773
3.5,2.5,0.0125128
3.5,3,0.0144453
3.5,3.5,0.0171194
3.5,4,0.0206817
3.5,4.5,0.0240294
3.5,5,0.0247724
3.5,5.5,0.0211257
3.5,6,0.0147408
3.5,6.5,0.00887682
3.5,7,0.00487196
3.5,7.5,0.00253303
3.5,8,0.00128793
3.5,8.5,0.000652554
3.5,9,0.000332408
4,0,0.0015012
4,0.5,0.00235019
4,1,0.00348744
4,1.5,0.00491687
4,2,0.00675915
4,2.5,0.00944893
4,3,0.013822
4,3.5,0.0209857
4,4,0.0312946
4,4.5,0.0418915
4,5,0.0462039
4,5.5,0.0397318
4,6,0.0267665
4,6.5,0.0151036
4,7,0.00771882
4,7.5,0.00377609
4,8,0.0018237
4,8.5,0.000882805
4,9,0.000432471
4.5,0,0.000842226
4.5,0.5,0.0012988
4.5,1,0.00195894
4.5,1.5,0.00295723
4.5,2,0.00460835
4.5,2.5,0.0076262
4.5,3,0.0134741
4.5,3.5,0.0245313
4.5,4,0.0425098
4.5,4.5,0.0629906
4.5,5,0.0726729
4.5,5.5,0.0623362
4.5,6,0.0405396
4.5,6.5,0.0216605
4.5,7,0.0104523
4.5,7.5,0.00485923
4.5,8,0.00224716
4.5,8.5,0.00105171
4.5,9,0.000505424
5,0,0.000497013
5,0.5,0.000762789
5,1,0.00118348
5,1.5,0.00192294
5,2,0.00334424
5,2.5,0.00626527
5,3,0.0124622
5,3.5,0.0250956
5,4,0.0470365
5,4.5,0.0735161
5,5,0.0867992
5,5.5,0.0741859
5,6,0.0473985
5,6.5,0.0247615
5,7,0.0116675
5,7.5,0.00530009
5,8,0.00240783
5,8.5,0.00112065
5,9,0.000543497
5.5,0,0.00031842
5.5,0.5,0.000489125
5.5,1,0.000780617
5.5,1.5,0.00133944
5.5,2,0.00249047
5.5,2.5,0.00497403
5.5,3,0.0103836
5.5,3.5,0.0214806
5.5,4,0.0406313
5.5,4.5,0.0635634
5.5,5,0.075175
5.5,5.5,0.0646834
5.5,6,0.0418785
5.5,6.5,0.0222875
5.5,7,0.0106972
5.5,7.5,0.00492498
5.5,8,0.00225988
5.5,8.5,0.00106437
5.5,9,0.000525398
6,0,0.000224869
6,0.5,0.000344176
6,1,0.000559198
6,1.5,0.000985624
6,2,0.00186748
6,2.5,0.00373459
6,3,0.00767032
6,3.5,0.0154272
6,4,0.0281365
6,4.5,0.0425092
6,5,0.0495117
6,5.5,0.0432049
6,6,0.0291273
6,6.5,0.0163488
6,7,0.00826174
6,7.5,0.00397036
6,8,0.00187898
6,8.5,0.000900173
6,9,0.000447456
6.5,0,0.000170793
6.5,0.5,0.000259482
6.5,1,0.000422523
6.5,1.5,0.000738293
6.5,2,0.00135735
6.5,2.5,0.00258889
6.5,3,0.00505682
6.5,3.5,0.0097134
6.5,4,0.0168981
6.5,4.5,0.024468
6.5,5,0.0278992
6.5,5.5,0.0245619
6.5,6,0.017241
6.5,6.5,0.0103279
6.5,7,0.00560505
6.5,7.5,0.00286541
6.5,8,0.00142363
6.5,8.5,0.000704552
6.5,9,0.000354402
7,0,0.000128099
7,0.5,0.000193389
7,1,0.000308602
7,1.5,0.00051829
7,2,0.000906353
7,2.5,0.0016446
7,3,0.00307799
7,3.5,0.0056917
7,4,0.00958116
7,4.5,0.0135991
7,5,0.0154004
7,5.5,0.0136018
7,6,0.00969818
7,6.5,0.00604185
7,7,0.00351239
7,7.5,0.00193442
7,8,0.00101851
7,8.5,0.000526383
7,9,0.000273643
7.5,0,9.129e-05
7.5,0.5,0.000133872
7.5,1,0.000204786
7.5,1.5,0.000330181
7.5,2,0.000559583
7.5,2.5,0.000988903
7.5,3,0.00179279
7.5,3.5,0.00321559
7.5,4,0.00540175
7.5,4.5,0.00787927
7.5,5,0.00918752
7.5,5.5,0.00822343
7.5,6,0.00582409
7.5,6.5,0.00359544
7.5,7,0.0021627
7.5,7.5,0.00128875
7.5,8,0.000728622
7.5,8.5,0.000391875
7.5,9,0.000208509
8,0,6.27698e-05
8,0.5,8.73411e-05
8,1,0.000127786
8,1.5,0.0002008
8,2,0.000336269
8,2.5,0.000582666
8,3,0.00101311
8,3.5,0.00176967
8,4,0.00307232
8,4.5,0.00480594
8,5,0.00596966
8,5.5,0.00555054
8,6,0.00392735
8,6.5,0.00232345
8,7,0.00136571
8,7.5,0.000867348
8,8,0.000540484
8,8.5,0.000308185
8,9,0.000165611
8.5,0,4.27404e-05
8.5,0.5,5.62449e-05
8.5,1,7.93606e-05
8.5,1.5,0.000123225
8.5,2,0.000204705
8.5,2.5,0.000341814
8.5,3,0.000558498
8.5,3.5,0.000951018
8.5,4,0.00173474
8.5,4.5,0.00294997
8.5,5,0.00396051
8.5,5.5,0.00391345
8.5,6,0.00284575
8.5,6.5,0.00162962
8.5,7,0.000891352
8.5,7.5,0.000574444
8.5,8,0.000401528
8.5,8.5,0.000254169
8.5,9,0.000142241
9,0,2.86036e-05
9,0.5,3.61073e-05
9,1,5.05247e-05
9,1.5,7.89185e-05
9,2,0.000128232
9,2.5,0.000200468
9,3,0.000302726
9,3.5,0.000499114
9,4,0.000947156
9,4.5,0.00173195
9,5,0.0025121
9,5.5,0.00267005
9,6,0.00204795
9,6.5,0.00117824
9,7,0.000598093
9,7.5,0.000364264
9,8,0.000279289
9,8.5,0.000204626
9,9,0.000126268
